category_code,brand,views,carts,purchases,view_to_cart_rate,cart_to_purchase_rate,overall_conversion_rate,min_price,max_price,avg_price
computers.peripherals.mouse,nzxt,3,0,0,0,,0,189.04,189.04,189.04
computers.peripherals.mouse,pccooler,3,0,0,0,,0,5.52,38.38,11.27727273
computers.peripherals.printer,aquamarine,3,0,0,0,,0,24.07,101.93,49.834
computers.peripherals.printer,xerox,3,0,0,0,,0,154.19,1448.34,446.593
construction.tools.drill,dremel,3,0,0,0,,0,53.85,226.76,142.4966667
construction.tools.drill,kicx,3,0,0,0,,0,75.94,185.33,103.2875
construction.tools.drill,magnetta,3,0,0,0,,0,8.62,20.46,15.38571429
construction.tools.drill,patrol,3,0,0,0,,0,66.93,66.93,66.93
construction.tools.drill,pioneer,3,0,0,0,,0,111.61,196.92,128.6416667
construction.tools.drill,pride,3,0,0,0,,0,64.34,211.07,150.415
construction.tools.drill,spotter,3,0,0,0,,0,41.16,41.16,41.16
construction.tools.light,bradex,3,1,1,0.3333,1,0.3333,13.9,13.9,13.9
construction.tools.light,dwt,3,0,0,0,,0,48.01,91.89,69.95
construction.tools.light,hada,3,1,2,0.3333,2,0.6667,28.06,28.06,28.06
construction.tools.light,massagie,3,0,0,0,,0,33.21,33.21,33.21
construction.tools.light,rosa,3,0,0,0,,0,52.53,88.03,75.185
construction.tools.light,santeri,3,0,0,0,,0,59.87,71.15,67.39
construction.tools.light,texet,3,0,0,0,,0,59.13,123.37,80.54333333
construction.tools.light,vertex,3,0,0,0,,0,76.96,105.28,93.37
construction.tools.painting,rezult,3,0,0,0,,0,15.57,15.6,15.59
construction.tools.pump,nivea,3,0,0,0,,0,14.41,14.41,14.41
construction.tools.saw,bosch,3,0,0,0,,0,107.05,491.65,200.835
construction.tools.saw,carver,3,0,0,0,,0,77.22,123.81,97.25666667
construction.tools.saw,londa,3,0,0,0,,0,17.76,17.76,17.76
construction.tools.saw,oral-b,3,0,0,0,,0,33.44,77.2,53.68125
construction.tools.saw,ryobi,3,0,0,0,,0,195.36,252.54,228.7175
construction.tools.screw,valkiria,3,0,0,0,,0,14.16,14.16,14.16
construction.tools.welding,deppa,3,0,0,0,,0,7.7,59.18,24.86
construction.tools.welding,dwt,3,0,0,0,,0,29.47,116.09,87.21666667
construction.tools.welding,hoco,3,0,0,0,,0,4.09,4.09,4.09
construction.tools.welding,lg,3,0,0,0,,0,7.7,10.27,8.128333333
construction.tools.welding,nokia,3,0,0,0,,0,12.84,255.01,174.2866667
construction.tools.welding,scarlett,3,0,0,0,,0,41.55,76.82,64.81909091
construction.tools.welding,x-level,3,0,0,0,,0,5.12,17.99,12.1975
country_yard.cultivator,marko,3,0,0,0,,0,61.24,68.96,65.874
country_yard.cultivator,powerplant,3,1,1,0.3333,1,0.3333,1.44,12.84,9.671428571
country_yard.cultivator,ugreen,3,0,0,0,,0,2.83,8.49,4.716666667
country_yard.cultivator,xiaomi,3,0,0,0,,0,3.06,10.04,6.095
country_yard.furniture.bench,berghoff,3,0,0,0,,0,13.36,13.36,13.36
country_yard.furniture.hammok,axper,3,0,0,0,,0,12.61,12.61,12.61
electronics.audio.acoustic,takamine,3,0,0,0,,0,1298.36,2425.03,1930.8725
electronics.audio.microphone,divalux,3,0,0,0,,0,978.15,978.15,978.15
electronics.audio.microphone,dwt,3,0,0,0,,0,65.74,65.74,65.74
electronics.audio.microphone,vilatte,3,0,0,0,,0,38.35,43.5,41.78333333
electronics.audio.subwoofer,avatar,3,0,0,0,,0,36.03,47.88,43.14
electronics.audio.subwoofer,tognana,3,0,0,0,,0,13.13,13.13,13.13
electronics.camera.photo,braun,3,1,0,0.3333,0,0,43.73,44.03,43.85
electronics.camera.photo,dauscher,3,0,0,0,,0,15.39,20.57,17.71
electronics.camera.photo,maestro,3,0,0,0,,0,36.01,41.16,37.72666667
electronics.camera.photo,panasonic,3,0,0,0,,0,80.89,144.12,114.3716667
electronics.camera.photo,panolino,3,0,0,0,,0,11.69,30.86,24.47
electronics.camera.photo,smeg,3,0,0,0,,0,167.97,177.79,172.635
electronics.clocks,adriatica,3,0,1,0,,0.3333,137.2,205.93,176.005
electronics.clocks,brw,3,0,0,0,,0,441.97,551.37,507.61
electronics.clocks,certina,3,0,0,0,,0,339.78,1750.37,820.2716667
electronics.clocks,klima,3,0,0,0,,0,77.2,118.21,93.075
electronics.clocks,suunto,3,0,0,0,,0,257.15,555.74,356.25
electronics.clocks,wowwee,3,0,0,0,,0,31.64,89.84,75.612
electronics.smartphone,apple,3,2,0,0.6667,0,0,5.12,514.79,356.5766667
electronics.smartphone,sony,3,0,0,0,,0,128.68,488.56,312.0966667
electronics.tablet,crockid,3,0,0,0,,0,3.47,9.91,5.8875
electronics.telephone,bambola,3,0,0,0,,0,38.61,38.61,38.61
electronics.telephone,sony,3,0,0,0,,0,437.57,437.57,437.57
electronics.video.tv,imx,3,0,0,0,,0,241.96,241.96,241.96
furniture.bathroom.bath,galaxy,3,0,0,0,,0,18.49,29.77,22.695
furniture.bathroom.bath,gerat,3,0,0,0,,0,38.41,97.09,57.97
furniture.bathroom.bath,maxwell,3,0,0,0,,0,12.61,23.14,15.59375
furniture.bathroom.toilet,misty,3,0,0,0,,0,129.37,129.37,129.37
furniture.bedroom.bed,polini,3,1,0,0.3333,0,0,136.4,334.6,285.05
furniture.bedroom.bed,vegas,3,0,0,0,,0,810.32,810.32,810.32
furniture.bedroom.blanket,bosch,3,0,0,0,,0,156.99,156.99,156.99
furniture.bedroom.blanket,gorenje,3,0,0,0,,0,138.95,360.34,286.5433333
furniture.bedroom.blanket,horizont,3,0,0,0,,0,58.65,68.81,65.615
furniture.bedroom.blanket,smeg,3,0,0,0,,0,190.96,1283.14,908.0266667
furniture.bedroom.pillow,Unknown,3,0,0,0,,0,0.79,0.79,0.79
furniture.bedroom.pillow,defacto,3,0,0,0,,0,7.7,15.42,9.415
furniture.kitchen.chair,canyon,3,0,0,0,,0,17.99,25.71,21.85
furniture.kitchen.chair,hasbro,3,0,0,0,,0,34.72,64.87,43.5575
furniture.kitchen.chair,powerplant,3,0,0,0,,0,10.29,257.38,81.0725
furniture.kitchen.chair,svc,3,0,0,0,,0,4.9,12.33,7.376666667
furniture.kitchen.chair,victorinox,3,0,0,0,,0,17.5,65.32,38.2325
furniture.kitchen.table,defender,3,0,1,0,,0.3333,5.12,10.27,7.94
furniture.kitchen.table,greyder,3,1,0,0.3333,0,0,61.78,66.93,62.81
furniture.kitchen.table,keenetic,3,0,0,0,,0,36.3,119.82,57.18
furniture.kitchen.table,rieker,3,0,0,0,,0,50.19,92.41,59.33
furniture.kitchen.table,tenda,3,0,0,0,,0,22.03,47.17,32.95
furniture.kitchen.table,visavis,3,0,0,0,,0,25.56,36.29,33.80470588
furniture.living_room.cabinet,saeshin,3,0,0,0,,0,113.26,177.61,151.87
furniture.living_room.chair,aquapick,3,0,0,0,,0,82.37,82.37,82.37
furniture.living_room.chair,ausini,3,0,0,0,,0,7.7,9.5,8.7275
furniture.living_room.chair,revyline,3,0,0,0,,0,69.37,107.72,78.9575
furniture.living_room.shelving,gerat,3,0,0,0,,0,50.71,95.24,70.06
furniture.living_room.sofa,bioderma,3,1,0,0.3333,0,0,14.54,15.7,15.236
furniture.living_room.sofa,farmstay,3,0,0,0,,0,8.73,10.81,9.74
furniture.living_room.sofa,nik,3,0,0,0,,0,514.56,566.04,527.43
furniture.universal.light,akkord,3,1,0,0.3333,0,0,298.26,298.26,298.26
furniture.universal.light,eglo,3,1,0,0.3333,0,0,54.31,666.17,187.6954545
kids.dolls,mart,3,0,0,0,,0,20.57,257.38,124.8175
kids.dolls,panasonic,3,0,0,0,,0,110.63,128.42,122.49
kids.skates,bair,3,0,0,0,,0,154.44,257.41,169.15
kids.skates,dsland,3,0,0,0,,0,540.55,553.42,544.84
kids.skates,peg-perego,3,0,0,0,,0,126.13,1015.79,450.14
kids.skates,tutis,3,0,0,0,,0,435.02,658.96,603.4371429
kids.skates,verdi,3,0,0,0,,0,360.33,514.78,437.555
kids.swing,centek,3,0,0,0,,0,10.77,12.03,11.4
kids.swing,electrolux,3,0,0,0,,0,617.7,1340.92,824.3342857
kids.swing,fender,3,0,0,0,,0,139,643.52,414.6833333
kids.swing,huawei,3,0,0,0,,0,64.33,64.33,64.33
kids.swing,prada,3,0,0,0,,0,12.61,102.96,72.84333333
kids.swing,ray-ban,3,0,0,0,,0,228.32,284.43,254.5833333
kids.swing,samsung,3,0,0,0,,0,797.94,1016.73,968.11
kids.swing,tefal,3,1,0,0.3333,0,0,20.57,23.14,20.99833333
kids.swing,unit,3,0,0,0,,0,10.94,13.45,11.98333333
kids.toys,barmila,3,1,0,0.3333,0,0,6.43,8.98,6.855
kids.toys,imperial,3,0,0,0,,0,182.76,2213.01,1922.974286
kids.toys,metalions,3,1,0,0.3333,0,0,43.5,67.7,58.625
kids.toys,roblox,3,0,0,0,,0,22.74,22.74,22.74
kids.toys,simba,3,0,0,0,,0,12.84,12.84,12.84
kids.toys,tobot,3,0,0,0,,0,47.32,91.38,66.53166667
kids.toys,totaku,3,0,0,0,,0,20.05,20.05,20.05
kids.toys,x-game,3,0,0,0,,0,5.12,6.41,5.4425
sport.bicycle,audio-technica,3,1,0,0.3333,0,0,77.53,314.29,129.5728571
sport.bicycle,clatronic,3,1,1,0.3333,1,0.3333,43.73,43.73,43.73
sport.bicycle,confetti,3,0,0,0,,0,9.01,33.21,17.07666667
sport.bicycle,delonghi,3,0,0,0,,0,61.75,61.75,61.75
sport.bicycle,dsp,3,0,0,0,,0,22.14,30.89,28.7025
sport.bicycle,edifier,3,0,0,0,,0,3.84,10.72,7.518
sport.bicycle,fender,3,0,0,0,,0,116.86,279.29,225.1466667
sport.bicycle,hoco,3,1,0,0.3333,0,0,4.12,15.42,8.769285714
sport.bicycle,maxwell,3,0,0,0,,0,25.71,33.44,29.575
sport.bicycle,scarlett,3,1,0,0.3333,0,0,17.76,43.69,31.75222222
sport.ski,bosch,3,0,0,0,,0,38.59,212.92,99.92555556
sport.ski,hausmann,3,0,0,0,,0,19.9,37.53,28.944
sport.snowboard,adidas,3,0,0,0,,0,32.18,32.18,32.18
sport.snowboard,alesis,3,1,1,0.3333,1,0.3333,68.09,469.51,424.9077778
sport.snowboard,brw,3,0,0,0,,0,113,298.33,181.535
sport.trainer,air-cool,3,0,0,0,,0,13.87,13.87,13.87
sport.trainer,buggy,3,0,0,0,,0,141.57,141.57,141.57
sport.trainer,emsa,3,0,0,0,,0,3.9,19.09,12.075
sport.trainer,gf,3,0,0,0,,0,180.16,437.59,265.97
sport.trainer,huntkey,3,0,0,0,,0,42.21,59.18,54.264
sport.trainer,sony,3,0,0,0,,0,231.41,898.35,451.48
sport.trainer,tramontina,3,0,0,0,,0,18.46,147.25,75.87857143
sport.trainer,wintek,3,0,0,0,,0,36.99,36.99,36.99
stationery.cartrige,icer,3,0,0,0,,0,15.73,43.74,26.30142857
Unknown,accademia,2,0,0,0,,0,80.42,80.42,80.42
Unknown,aeg,2,0,0,0,,0,134.71,134.71,134.71
Unknown,agu,2,0,0,0,,0,43.5,43.5,43.5
Unknown,alexrojo,2,0,0,0,,0,69.5,69.5,69.5
Unknown,alterna,2,0,0,0,,0,191.41,220.02,205.715
Unknown,arrivo,2,0,0,0,,0,22.14,80.31,51.225
Unknown,artex,2,1,0,0.5,0,0,13.13,14.93,13.58
Unknown,ballu,2,0,0,0,,0,50.04,64.33,57.185
Unknown,bardahl,2,0,0,0,,0,23.17,30.63,26.9
Unknown,bmw,2,0,0,0,,0,489.07,900.92,694.995
Unknown,boneco,2,0,0,0,,0,196.89,196.89,196.89
Unknown,camelion,2,0,0,0,,0,2.03,15.34,7.354
Unknown,ching-ching,2,0,0,0,,0,109.4,109.4,109.4
Unknown,comforser,2,0,0,0,,0,55.34,64.09,59.715
Unknown,corsocomo,2,0,0,0,,0,107.85,107.85,107.85
Unknown,crane,2,0,0,0,,0,66.75,66.75,66.75
Unknown,demix,2,0,0,0,,0,47.52,218.09,132.805
Unknown,deutz,2,0,0,0,,0,110.43,110.43,110.43
Unknown,ecotex,2,0,0,0,,0,12.74,76.96,44.85
Unknown,electrolux,2,0,0,0,,0,509.64,725.86,636.1342857
Unknown,elf,2,0,0,0,,0,27,27,27
Unknown,epr,2,0,0,0,,0,321.76,489.07,405.415
Unknown,finezza,2,0,0,0,,0,20.28,24.89,21.51
Unknown,foreman,2,0,0,0,,0,9.91,424.34,217.125
Unknown,fubag,2,0,0,0,,0,199.8,237.59,224.9933333
Unknown,gabriella,2,0,0,0,,0,46.78,46.78,46.78
Unknown,gerat,2,0,0,0,,0,35.13,141.06,96.42823529
Unknown,graphite,2,1,0,0.5,0,0,71.79,71.79,71.79
Unknown,greta,2,0,0,0,,0,154.19,195.28,167.04
Unknown,habilead,2,0,0,0,,0,38.61,62.29,54.39666667
Unknown,hubert,2,0,0,0,,0,28.03,463.57,175.6133333
Unknown,imperial,2,0,0,0,,0,218,345.67,260.5566667
Unknown,jonnesway,2,0,0,0,,0,124.34,336.86,230.6
Unknown,kampfer,2,0,0,0,,0,263.82,271.54,268.9666667
Unknown,kitchenaid,2,0,0,0,,0,114.93,120.98,117.35
Unknown,kiturami,2,0,0,0,,0,444.52,743.11,593.815
Unknown,mantra,2,0,0,0,,0,74.06,85.69,79.875
Unknown,marvel,2,0,0,0,,0,41.19,41.19,41.19
Unknown,master,2,0,0,0,,0,81.08,81.08,81.08
Unknown,mekkan,2,0,0,0,,0,56.93,70.49,61.45
Unknown,merrell,2,0,0,0,,0,233.48,284.96,259.22
Unknown,merry,2,0,1,0,,0.5,19.44,22.72,22.064
Unknown,minerva,2,0,0,0,,0,38.61,50.01,44.31
Unknown,mitasu,2,0,0,0,,0,8.24,25.48,13.98666667
Unknown,mochtoys,2,1,0,0.5,0,0,229.09,249.68,244.5325
Unknown,motul,2,0,0,0,,0,31.66,46.08,41.27333333
Unknown,nitro,2,0,0,0,,0,257.41,257.41,257.41
Unknown,nortec,2,1,0,0.5,0,0,237.32,466.2,275.4666667
Unknown,omabelle,2,0,0,0,,0,1544.44,2033.51,1788.975
Unknown,pasabahce,2,0,0,0,,0,3.45,13.28,6.235
Unknown,pdw,2,0,0,0,,0,435.02,526.14,480.58
Unknown,petro-canada,2,0,0,0,,0,16.06,25.2,21.44333333
Unknown,pioneer,2,0,1,0,,0.5,268.3,1047.77,411.11
Unknown,plantex,2,0,0,0,,0,17.25,17.25,17.25
Unknown,powcan,2,0,0,0,,0,283.15,398.98,341.065
Unknown,powertec,2,0,0,0,,0,952.38,2007.75,1480.065
Unknown,quinshi,2,0,0,0,,0,200.78,223.94,212.36
Unknown,rebus,2,0,0,0,,0,180.77,180.77,180.77
Unknown,riga,2,0,0,0,,0,205.93,216.57,208.59
Unknown,sava,2,0,0,0,,0,57.92,79.54,65.12666667
Unknown,simfer,2,0,0,0,,0,316.58,489.05,359.6975
Unknown,ski-doo,2,0,0,0,,0,484.11,584.91,534.51
Unknown,sky-watcher,2,1,1,0.5,1,0.5,128.68,928.66,674.0554545
Unknown,syntrax,2,0,0,0,,0,47.62,47.62,47.62
Unknown,taili,2,0,0,0,,0,11.58,15.19,12.78333333
Unknown,tamina,2,0,0,0,,0,231.66,231.66,231.66
Unknown,tatami,2,0,0,0,,0,29.34,49.94,39.64
Unknown,tatkraft,2,0,0,0,,0,9.27,20.34,17.98571429
Unknown,teploross,2,0,0,0,,0,164.74,833.97,289.4815385
Unknown,tyrex,2,0,0,0,,0,200.78,559.28,380.03
Unknown,valiant,2,0,0,0,,0,11.84,11.84,11.84
Unknown,verran,2,1,0,0.5,0,0,10.04,14.41,14.16722222
Unknown,vossen,2,0,0,0,,0,321.76,463.33,416.14
Unknown,xxr,2,0,0,0,,0,1006.91,1075.91,1052.91
Unknown,yacco,2,0,0,0,,0,10.3,36.42,27.71333333
Unknown,znlux,2,0,0,0,,0,60.49,115.83,78.93666667
accessories.bag,chicco,2,0,0,0,,0,43.73,64.33,52.55857143
accessories.bag,crockid,2,0,0,0,,0,7.08,12.36,10.17
accessories.bag,fissman,2,0,0,0,,0,61.78,154.19,123.3866667
accessories.bag,greenpan,2,0,0,0,,0,29.01,122.32,75.665
accessories.bag,karcher,2,0,0,0,,0,85.18,177.96,131.57
accessories.bag,kidi,2,0,0,0,,0,18.02,18.02,18.02
accessories.bag,maestro,2,0,0,0,,0,52.83,52.83,52.83
accessories.bag,outventure,2,0,0,0,,0,115.12,182.05,148.585
accessories.bag,pampers,2,0,0,0,,0,4.88,15.28,10.08
accessories.bag,pyrex,2,0,0,0,,0,9.76,9.76,9.76
accessories.bag,roncato,2,0,0,0,,0,28.29,28.29,28.29
accessories.bag,stels,2,0,0,0,,0,23.27,78.25,59.92333333
accessories.bag,tramontina,2,0,0,0,,0,69.95,77.02,71.12833333
accessories.bag,unipump,2,0,0,0,,0,103.73,182.76,143.245
accessories.umbrella,brw,2,1,1,0.5,1,0.5,592.29,680.58,627.606
accessories.umbrella,defacto,2,0,0,0,,0,12.84,25.71,17.62285714
accessories.wallet,artway,2,0,0,0,,0,90.09,90.09,90.09
accessories.wallet,harper,2,0,0,0,,0,25.46,25.46,25.46
accessories.wallet,intego,2,0,0,0,,0,145.92,145.92,145.92
accessories.wallet,mio,2,0,0,0,,0,90.09,129.33,99.9
accessories.wallet,uni-t,2,0,0,0,,0,27.54,90.35,69.41333333
apparel.costume,b.well,2,0,0,0,,0,56.63,82.37,69.5
apparel.costume,bosch,2,1,0,0.5,0,0,49.41,80.23,71.33
apparel.costume,denzel,2,0,0,0,,0,254.74,1224.2,739.47
apparel.costume,dion,2,0,0,0,,0,29.6,32.18,30.116
apparel.costume,firman,2,0,0,0,,0,368.16,1675.58,1027.204
apparel.costume,harley-davidson,2,0,0,0,,0,114.55,114.55,114.55
apparel.costume,maxwell,2,0,0,0,,0,5.12,7.7,6.41
apparel.costume,metabo,2,0,0,0,,0,244.75,244.75,244.75
apparel.costume,missha,2,0,0,0,,0,18.02,20.34,19.76
apparel.costume,myprotein,2,0,0,0,,0,34.67,131.11,82.89
apparel.costume,samsung,2,0,0,0,,0,244.25,772.19,330.7757143
apparel.costume,ultraflash,2,0,0,0,,0,7.97,9.8,8.885
apparel.glove,homy,2,1,0,0.5,0,0,37.32,37.32,37.32
apparel.glove,neoline,2,0,0,0,,0,9.76,13.42,11.59
apparel.glove,ritmix,2,0,0,0,,0,6.45,24.36,17.914
apparel.jacket,Unknown,2,0,0,0,,0,84.92,90.09,87.505
apparel.jacket,ccm,2,0,0,0,,0,149.3,149.3,149.3
apparel.jacket,defacto,2,0,0,0,,0,7.7,8.98,8.553333333
apparel.jeans,gpo,2,0,0,0,,0,191.72,660.51,426.115
apparel.jeans,kreslocomfort,2,0,0,0,,0,64.35,64.35,64.35
apparel.jumper,dewalt,2,0,0,0,,0,180.17,1256.27,718.22
apparel.jumper,dremel,2,2,0,1,0,0,36.77,37.89,37.834
apparel.jumper,ryobi,2,0,0,0,,0,41.71,41.71,41.71
apparel.jumper,stanley,2,0,0,0,,0,15.44,45.28,30.36
apparel.scarf,bernina,2,0,0,0,,0,473.37,1233.08,716.9675
apparel.scarf,chicco,2,0,0,0,,0,12.84,14.13,13.27
apparel.scarf,crown,2,0,2,0,,1,3.89,7.4,6.698
apparel.scarf,elna,2,0,0,0,,0,295.99,390.34,359.6575
apparel.scarf,gembird,2,0,0,0,,0,9.4,13.68,12.06
apparel.scarf,genius,2,0,0,0,,0,11.34,37.87,24.605
apparel.scarf,gungho,2,0,0,0,,0,54.96,54.96,54.96
apparel.scarf,hp,2,0,0,0,,0,68.39,141.24,116.9566667
apparel.scarf,hyperx,2,0,0,0,,0,92.17,112.46,104.85125
apparel.scarf,lenovo,2,0,0,0,,0,30.63,105.02,67.825
apparel.scarf,msi,2,0,0,0,,0,47,91.79,76.86
apparel.scarf,mz,2,0,0,0,,0,14.13,14.13,14.13
apparel.scarf,nintendo,2,0,0,0,,0,69.24,69.24,69.24
apparel.scarf,oklick,2,0,0,0,,0,45.49,45.49,45.49
apparel.scarf,rapoo,2,0,0,0,,0,17.99,43.73,37.295
apparel.scarf,redragon,2,1,0,0.5,0,0,50.45,76.96,55.76833333
apparel.scarf,ritmix,2,0,0,0,,0,9.98,9.98,9.98
apparel.scarf,thermaltake,2,0,0,0,,0,72.33,154.18,113.255
apparel.scarf,toyota,2,0,0,0,,0,225.75,225.75,225.75
apparel.scarf,trust,2,0,0,0,,0,28.1,28.1,28.1
apparel.scarf,veritas,2,0,0,0,,0,252.01,337.77,313.2671429
apparel.shirt,babybotte,2,0,0,0,,0,56.11,67.44,61.775
apparel.shirt,bartek,2,0,0,0,,0,13.39,13.39,13.39
apparel.shirt,dariush,2,0,0,0,,0,77.22,115.83,96.525
apparel.shirt,galacticos,2,0,0,0,,0,2.7,3.73,3.361428571
apparel.shirt,garnier,2,0,0,0,,0,1.76,2,1.88
apparel.shirt,grizzly,2,0,0,0,,0,16.19,17.36,16.775
apparel.shirt,mateus,2,0,0,0,,0,120.72,245.82,183.27
apparel.shirt,metabo,2,0,0,0,,0,274.91,274.91,274.91
apparel.shirt,paso,2,0,0,0,,0,26.4,36.49,31.445
apparel.shirt,ritmix,2,0,0,0,,0,3.93,3.93,3.93
apparel.shirt,similac,2,0,0,0,,0,10.53,12.33,11.43
apparel.shirt,tiod,2,0,0,0,,0,10.11,19.28,14.695
apparel.shirt,vilatte,2,0,0,0,,0,25.48,25.48,25.48
apparel.shirt,z.a.i.n.,2,0,0,0,,0,24.69,25.83,25.26
apparel.shoes,arsi,2,0,0,0,,0,42.99,63.06,56.03
apparel.shoes,bourjois,2,0,0,0,,0,6.31,10.68,7.4025
apparel.shoes,carters,2,0,0,0,,0,19.95,24.58,22.265
apparel.shoes,cenmax,2,0,0,0,,0,80.99,80.99,80.99
apparel.shoes,centurion,2,0,0,0,,0,33.46,110.43,52.7025
apparel.shoes,colourpop,2,0,0,0,,0,30.89,30.89,30.89
apparel.shoes,concept,2,0,0,0,,0,6.56,13.64,10.85333333
apparel.shoes,davinci,2,0,0,0,,0,36.04,36.04,36.04
apparel.shoes,dearest,2,0,0,0,,0,48.91,61.78,59.206
apparel.shoes,disney,2,0,0,0,,0,32.43,84.94,67.43666667
apparel.shoes,dowontec,2,0,0,0,,0,411.85,411.85,411.85
apparel.shoes,efremov,2,0,0,0,,0,54.06,54.06,54.06
apparel.shoes,gabor,2,0,0,0,,0,107.85,107.85,107.85
apparel.shoes,graco,2,1,0,0.5,0,0,185.08,185.08,185.08
apparel.shoes,greenway,2,0,0,0,,0,72.07,180.18,136.936
apparel.shoes,kovea,2,0,0,0,,0,38.59,51.46,45.025
apparel.shoes,lamart,2,0,0,0,,0,14.65,15.93,15.46166667
apparel.shoes,micuna,2,0,0,0,,0,673.02,1073.9,953.73
apparel.shoes,mora,2,0,0,0,,0,54.2,178.64,116.42
apparel.shoes,navitel,2,0,0,0,,0,79.77,144.12,128.0325
apparel.shoes,nexpero,2,0,0,0,,0,47.36,47.36,47.36
apparel.shoes,pandect,2,0,0,0,,0,308.89,397.14,338.3066667
apparel.shoes,proaction,2,0,0,0,,0,38.61,38.61,38.61
apparel.shoes,prologic,2,0,0,0,,0,72.56,72.56,72.56
apparel.shoes,remington,2,1,0,0.5,0,0,39.61,39.61,39.61
apparel.shoes,rhythm,2,0,0,0,,0,99.1,135.78,111.3266667
apparel.shoes,spur,2,0,0,0,,0,34.49,38.35,36.42
apparel.shoes,stiga,2,0,0,0,,0,52.75,145.41,110.6625
apparel.shoes,suave,2,0,0,0,,0,105.54,106.82,106.3933333
apparel.shoes,sun,2,0,0,0,,0,18.53,48.91,33.72
apparel.shoes,tefal,2,0,0,0,,0,30.86,37.32,35.3775
apparel.shoes,tognana,2,0,0,0,,0,7.46,38.61,23.035
apparel.shoes,torneo,2,0,0,0,,0,57.9,78.49,68.195
apparel.shoes,uni-t,2,0,0,0,,0,22.91,139.51,113.6971429
apparel.shoes,vdk,2,0,0,0,,0,102.96,102.96,102.96
apparel.shoes,welss,2,0,0,0,,0,17.99,90.07,66.04333333
apparel.shoes.ballet_shoes,defacto,2,0,0,0,,0,3.84,12.84,7.266666667
apparel.shoes.ballet_shoes,respect,2,0,0,0,,0,26.77,31.92,29.345
apparel.shoes.ballet_shoes,thule,2,0,0,0,,0,749.05,996.16,872.605
apparel.shoes.keds,babys,2,0,0,0,,0,45.05,45.05,45.05
apparel.shoes.keds,baden,2,0,0,0,,0,64.09,74.39,69.24
apparel.shoes.keds,calypso,2,0,0,0,,0,256.63,256.63,256.63
apparel.shoes.keds,carlsbad,2,0,0,0,,0,243.01,243.01,243.01
apparel.shoes.keds,chicco,2,0,0,0,,0,146.7,146.7,146.7
apparel.shoes.keds,converse,2,0,0,0,,0,51.46,56.6,54.03
apparel.shoes.keds,dji,2,0,0,0,,0,407.84,407.84,407.84
apparel.shoes.keds,fassen,2,0,0,0,,0,44.79,44.79,44.79
apparel.shoes.keds,humminbird,2,0,0,0,,0,259.21,1016.76,605.266
apparel.shoes.keds,lorelli,2,0,0,0,,0,45.56,45.56,45.56
apparel.shoes.keds,nike,2,0,0,0,,0,144.12,159.33,149.19
apparel.shoes.keds,polaris,2,0,0,0,,0,38.59,64.33,54.034
apparel.shoes.keds,rondell,2,0,0,0,,0,55.33,55.33,55.33
apparel.shoes.keds,shenma,2,0,0,0,,0,25.71,56.11,40.91
apparel.shoes.moccasins,baden,2,0,0,0,,0,50.71,58.95,54.83
apparel.shoes.moccasins,bosch,2,0,0,0,,0,93.8,178.75,127.8333333
apparel.shoes.moccasins,galaxy,2,0,0,0,,0,24.43,24.43,24.43
apparel.shoes.moccasins,karcher,2,0,0,0,,0,90.07,370.64,230.355
apparel.shoes.moccasins,krause,2,0,0,0,,0,40.95,113.13,77.04
apparel.shoes.moccasins,omron,2,0,0,0,,0,52.03,52.03,52.03
apparel.shoes.moccasins,sirius,2,0,0,0,,0,13.13,13.13,13.13
apparel.shoes.sandals,azzaro,2,0,0,0,,0,50.19,50.19,50.19
apparel.shoes.sandals,hermes,2,0,0,0,,0,128.42,185.33,171.1025
apparel.shoes.sandals,huter,2,1,0,0.5,0,0,64.04,186.31,149.228
apparel.shoes.sandals,hyundai,2,0,0,0,,0,226.52,226.52,226.52
apparel.shoes.sandals,respect,2,0,0,0,,0,32.18,43.5,36.72333333
apparel.shoes.sandals,valentino,2,0,0,0,,0,87.52,105.54,92.025
apparel.shoes.sandals,viking,2,0,0,0,,0,682.39,2426.32,1554.355
apparel.shoes.slipons,acer,2,0,0,0,,0,154.42,154.42,154.42
apparel.shoes.slipons,biostar,2,0,0,0,,0,47.49,62.57,55.03
apparel.shoes.slipons,braun,2,0,0,0,,0,72.05,100.36,93.2825
apparel.shoes.slipons,hp,2,0,0,0,,0,240.59,271.29,250.8233333
apparel.shoes.slipons,nexttab,2,0,0,0,,0,51.46,72.05,61.755
apparel.shoes.step_ins,medi,2,0,0,0,,0,91.79,497.23,406.1433333
apparel.shorts,cersanit,2,0,0,0,,0,121.97,171.97,134.47
apparel.shorts,defacto,2,0,0,0,,0,7.7,7.7,7.7
apparel.shorts,logitech,2,0,1,0,,0.5,33.21,455.58,303.106
apparel.shorts,mystar,2,0,0,0,,0,900.9,900.9,900.9
apparel.shorts,thrustmaster,2,0,0,0,,0,154.42,293.42,223.92
apparel.skirt,Unknown,2,0,0,0,,0,970.42,970.42,970.42
apparel.sock,greyder,2,0,0,0,,0,119.69,119.69,119.69
apparel.sock,mastela,2,0,0,0,,0,64.35,64.35,64.35
apparel.sock,milavitsa,2,0,0,0,,0,51.46,87.35,65.30666667
apparel.sock,torneo,2,0,0,0,,0,111.68,111.68,111.68
apparel.trousers,inswim,2,0,0,0,,0,28.31,33.46,30.02666667
